Song,Hot100 Rank,Hot100 Ranking Year,is_local,num_of_song_avaliable_markets
Locked out of Heaven,11,2013,FALSE,168
Misty - 1975 #3Country; #14Pop Billboard chart hit,91,1975,FALSE,0
I Don't Want to Live Without You,86,1988,FALSE,184
Shoop,29,1994,FALSE,184
22 (Taylor's Version),71,2021,FALSE,184
You Give Good Love,47,1985,FALSE,185
I Love Rock 'N Roll,3,1982,FALSE,185
Bounce With Me (feat. Xscape) - Edited Album Version,94,2000,FALSE,2
Salt Shaker,49,2004,FALSE,185
Psychedelic Shack,91,1970,FALSE,180
The Great Pretender,12,1986,FALSE,82
Wow.,5,2019,FALSE,183
Naked Eye,81,1997,FALSE,184
The Long And Winding Road - Remastered 2009,41,1970,FALSE,184
Like The Way I Do,90,1995,FALSE,183
There Goes My Baby,83,2010,FALSE,185
Didn't We Almost Have It All (Originally Performed By Whitney Houston) - Karaoke Backing Track,22,2012,FALSE,185
Little Diane,86,2005,FALSE,184
Deeper and Deeper,66,1993,FALSE,124
Breakin' My Heart (Pretty Brown Eyes),48,1992,FALSE,184
Material Girl,58,2009,FALSE,145
Golden Years - 2016 Remaster,33,1976,FALSE,184
Sexy Can I,11,2008,FALSE,0
Mandy,36,1975,FALSE,185
Dreamin',89,1989,FALSE,184
Marvin Gaye (feat. Meghan Trainor),75,2016,FALSE,2
(I Love You) For Sentimental Reasons,34,1996,FALSE,183
Get Here,80,1991,FALSE,2
Doctor My Eyes,92,1972,FALSE,0
Key Largo,17,2014,FALSE,185
Like You'll Never See Me Again (Live From Allianz Parque Sao Paulo Brazil),47,2023,FALSE,185
Cool Change - Remastered 2022,56,1980,FALSE,183
Mirrors,6,2013,FALSE,185
Working for the Weekend,96,1982,FALSE,185
"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1,1989,FALSE,184
Come Softly To Me,8,1993,FALSE,183
Angel,72,1993,FALSE,184
Lotta Love,41,1979,FALSE,184
Runaway,29,1995,FALSE,184
That Don't Impress Me Much,32,1999,FALSE,184
Rush Rush,4,1991,FALSE,184
Dandy,85,1966,FALSE,2
I Kissed A Girl,14,2008,FALSE,3
Don't Happen Twice - In the Style of Kenny Chesney (Karaoke Version Teaching Vocal),85,2010,FALSE,185
Do You Really Want To Hurt Me,11,1983,FALSE,184
Habits (Stay High),77,2015,FALSE,5
Grenade,6,2011,FALSE,39
"Go, Jimmy, Go",33,1998,FALSE,185
Harlem Shake,4,2013,FALSE,185
When I See You Smile,34,1989,FALSE,183
California Gurls,4,2010,FALSE,3
No More Lies,50,2020,FALSE,2
Fall in Love with Me,100,1983,FALSE,185
Don't Take the Girl (Originally Performed by Tim Mcgraw) [Karaoke Version],87,2013,FALSE,185
Angel of the Morning,28,2004,FALSE,172
Get Closer,16,1976,FALSE,184
Spiders & Snakes,16,1974,FALSE,184
Post to Be (feat. Chris Brown & Jhene Aiko),24,2015,FALSE,170
Tell Me,84,2012,FALSE,183
Lido Shuffle,74,1977,FALSE,0
"Billy, Don't Be A Hero",21,1996,FALSE,184
If You Love Somebody Set Them Free,55,1985,FALSE,184
Austin,76,2001,FALSE,171
No Not Much,20,1956,FALSE,185
Don't Just Stand There,77,1965,FALSE,182
Stickwitu,40,2006,FALSE,3
All Night Long - Single Version,12,1992,FALSE,3
Invisible Touch - 2007 Remaster,54,1986,FALSE,184
Mouth,42,1997,FALSE,185
No One Else (feat. Da Brat),87,1996,FALSE,171
First Class,6,2022,FALSE,184
My Love,5,2001,FALSE,184
Morgen,94,2001,FALSE,185
Go Getta,80,2007,FALSE,179
Make Me Lose Control,38,1997,FALSE,185
Indian Reservation (The Lament of the Cherokee Reservation Indian),6,1971,FALSE,185
Teen Idle,77,2012,FALSE,171
Party Up (Up In Here),71,2001,FALSE,4
YoÃ¼ And I,71,2011,FALSE,3
Hooked on a Feeling - Rerecorded,96,2009,FALSE,0
Go Your Own Way - 2004 Remaster,94,1977,FALSE,172
Gotta Get Thru This - D'N'D Radio Edit,61,2002,FALSE,2
Make It Rain,43,2007,FALSE,185
Hold on My Heart - 2007 Remaster,62,1992,FALSE,184
Ticket To Ride - Remastered 2009,31,1965,FALSE,184
This Magic Moment,56,2009,FALSE,183
Viva La Vida,55,2009,FALSE,170
Say It Right,9,2007,FALSE,184
Bank Account,48,2017,FALSE,185
Girl You Know It's True,8,2013,FALSE,185
Give Me Just One Night (Una Noche),57,2000,FALSE,184
Gives You Hell,10,2009,FALSE,3
Walking On Sunshine,75,1985,FALSE,184
Try Again,12,2001,FALSE,185
Forever After All,18,2021,FALSE,185
Tragedy,16,1979,FALSE,184
Studio,96,2014,FALSE,184
Can't Live Without Your Love And Affection (Karaoke Version - In The Style Of Nelson),27,2009,FALSE,182
Take Me to Church,14,2015,FALSE,4
Lips Are Movin,22,2015,FALSE,176
Rockin' Around The Christmas Tree,92,2021,FALSE,184
Don't Forget Me (When I'm Gone),34,2012,FALSE,183
Chariot,96,2005,FALSE,184
I Don't Want to Wait,10,1998,FALSE,184
Only Human,78,2019,FALSE,184
Election Day - 2010 Remaster,86,1986,FALSE,185
The Sign,1,1994,FALSE,185
Breakaway,27,2005,FALSE,185
How Forever Feels,84,1999,FALSE,185
everything i wanted,18,2020,FALSE,184
Lookin' For A Love,67,1974,FALSE,184
I Am...I Said - Single Version,91,1971,FALSE,184
Unskinny Bop,32,1990,FALSE,183
Loungin (Who Do Ya Luv) - Remix,21,1996,FALSE,184
Goodnight Tonight,52,2001,FALSE,184
Why Don't You & I (feat. Chad Kroeger),53,2003,FALSE,185
Kiss Kiss (feat. T-Pain),19,2008,FALSE,185
I'll Be There,7,2008,FALSE,184
Rainy Days And Mondays,38,2012,FALSE,185
Mask Off,14,2017,FALSE,173
Biggest Part of Me,27,1980,FALSE,185
What About Now,90,2000,FALSE,179
Venus,4,2008,FALSE,185
Call Me Maybe,2,2012,FALSE,3
Back On the Chain Gang - Originally Performed By the Pretenders,26,2011,FALSE,185
Chapel Of Love,21,2006,FALSE,184
Down In the DM (feat. Nicki Minaj) - Remix,69,2016,FALSE,185
What a Fool Believes,19,1979,FALSE,184
Get It Together,48,1997,FALSE,184
On And On,30,1977,FALSE,105
Born to Be Alive - The Original,70,1979,FALSE,185
Cowboys to Girls,32,1968,FALSE,185
Laughing On The Outside (Crying On The Inside) - Remastered,24,1995,FALSE,182
We Are The Champions - Remastered,25,2004,FALSE,2
What's New Pussycat?,28,1966,FALSE,184
Big Daddy,73,1997,FALSE,155
Indian Giver - Remastered,67,1969,FALSE,185
Somethin' 'Bout A Truck,96,2012,FALSE,184
My Boo - Hitman's Club Mix,54,2005,FALSE,185
California Girls,88,1985,FALSE,184
Mr. Lee,47,2020,FALSE,185
I'm So Into You,20,1993,FALSE,185
Misunderstanding,71,1980,FALSE,2
I Love Me Some Him,59,1997,FALSE,185
From the Bottom of My Broken Heart,77,2000,FALSE,185
Blurry,10,2002,FALSE,2
I'm Telling You Now,42,2017,FALSE,1
You Learn - 2015 Remaster,29,1996,FALSE,184
Can't Feel My Face,72,2023,FALSE,95
Mmm Mmm Mmm Mmm,35,1994,FALSE,185
I Want You to Want Me,34,1979,FALSE,185
Chasin' You,34,2020,FALSE,185
This Diamond Ring,17,1965,FALSE,182
Paradise City,86,1989,FALSE,183
Save Your Tears - Karaoke Version originally performed by The Weeknd & Ariana Grande,2,2021,FALSE,185
Damaged,42,2008,FALSE,184
Shake It Off,15,2005,FALSE,3
Get over Yourself (Originally Performed by Eden's Crush) [Karaoke Version],92,2013,FALSE,185
Ataypura!,8,1951,FALSE,184
Let It Be Me,30,1991,FALSE,185
The Old Lamplighter,58,2013,FALSE,185
Thoia Thoing,61,2003,FALSE,185
Kiss Me More (feat. SZA),90,2022,FALSE,185
For Your Eyes Only,92,1981,FALSE,185
Misery,62,2010,FALSE,4
"Young, Wild & Free (feat. Bruno Mars)",32,2012,FALSE,180
Word Up,68,1986,FALSE,183
The Ballad Of Davy Crockett,24,2020,FALSE,184
You Sexy Thing,22,1976,FALSE,185
Smooth (feat. Rob Thomas),19,1999,FALSE,185
My Front Porch Looking In,68,2003,FALSE,184
Take The Long Way Home - 2010 Remastered,86,1980,FALSE,177
One Fine Day,87,2004,FALSE,183
Oh Julie,47,2018,FALSE,185
Hot Blooded,36,1978,FALSE,184
Upside Down,18,1980,FALSE,183
I Like It Like That,34,1987,FALSE,175
Lean on Me - Remastered,29,1987,FALSE,185
Oh My My,74,1974,FALSE,184
Waiting for a Girl like You,19,1982,FALSE,175
Promises,82,1979,FALSE,179
He Wasn't Man Enough,10,2000,FALSE,185
Doin' What Comes Natur'lly,28,2014,FALSE,185
Cherry Pie,79,2004,FALSE,184
Tattoo,30,2008,FALSE,185
Runaway,35,2018,FALSE,185
Iâ€™ve Gotta Get A Message To You,59,2010,FALSE,182
These Dreams,33,1986,FALSE,184
Hurts So Good,8,1982,FALSE,182
The Greatest Love Of All,11,2022,FALSE,185
Fancy Like,27,2022,FALSE,185
The Night They Drove Old Dixie Down,20,1971,FALSE,184
Holding Back the Years - 2008 Remaster,22,1986,FALSE,183
Wagon Wheel,54,2013,FALSE,184
Candle In The Wind - Remastered 2014,71,1988,FALSE,184
Bye Bye Bye,21,2000,FALSE,184
"Take Me There - From ""The Rugrats Movie"" Soundtrack",91,2011,FALSE,4
St. Louis Blues March,29,2010,FALSE,185
Give Up The Funk (Tear The Roof Off The Sucker),93,1976,FALSE,184
Jeopardy,21,1983,FALSE,0
Cry Like a Baby,16,1968,FALSE,185
School Is Out,54,1998,FALSE,184
Because the Night,72,1978,FALSE,185
There's No Tomorrow,14,2001,FALSE,185
Poison Ivy - 2007 Remaster; Remastered,54,2007,FALSE,184
If I Had a Hammer - 2004 Remaster,98,2005,FALSE,184
Because of You,72,2005,FALSE,185
Have I Told You Lately - 2008 Remaster,32,1993,FALSE,184
I Took A Pill In Ibiza - Seeb Remix,15,2016,FALSE,3
Sing,56,2014,FALSE,163
You Talk Too Much,89,2012,FALSE,2
Glimpse of Us,52,2022,FALSE,180
Puttin' on the Ritz,31,1983,FALSE,185
All Through the Night,65,1985,FALSE,185
Precious and Few,30,1972,FALSE,185
She's Like the Wind (feat. Wendy Fraser),40,1988,FALSE,35
Kung Fu Fighting,15,2001,FALSE,0
Baby,37,1995,FALSE,166
Something in the Orange,39,2022,FALSE,184
Players,79,2022,FALSE,183
Black Water,16,1975,FALSE,184
International Love (feat. Chris Brown),48,2012,FALSE,185
I'll Be There,65,2020,FALSE,2
Time Is Tight,63,1993,FALSE,184
Summer,33,2014,FALSE,185
Kyrie - Single Version,9,2001,FALSE,185
The Green Door,19,2018,FALSE,185
Royals,15,2013,FALSE,183
All The Small Things,40,2000,FALSE,184
Grown Men Don't Cry,78,2001,FALSE,185
Gold,51,1995,FALSE,185
Earned It (Fifty Shades Of Grey),9,2015,FALSE,3
I Know What You Want (feat. Flipmode Squad),17,2003,FALSE,185
Muskrat Love,89,1977,FALSE,175
For Your Sweet Love,66,1964,FALSE,184
Tonight,90,1984,FALSE,184
Looks Like We Made It,37,1977,FALSE,185
All My Life,7,1998,FALSE,184
I Will Come To You,50,1998,FALSE,184
I Just Want To Celebrate,66,1971,FALSE,184
I Want Your Sex - Pts. 1 & 2 Remastered,24,1987,FALSE,185
Timothy,87,1971,FALSE,185
Good Lovin' - Single Version,11,1966,FALSE,184
I'd Like to Teach the World to Sing (In Perfect Harmony) (Rerecorded),93,2010,FALSE,185
Deja Vu,84,1980,FALSE,185
You're Sixteen (Youâ€™re Beautiful And Youâ€™re Mine),31,1974,FALSE,184
Hooked On A Feeling,20,1974,FALSE,185
Me And My Broken Heart,70,2014,FALSE,183
Suzie Q,97,1968,FALSE,184
"The Ballad of Davy Crockett (From Walt Disney's ""Davy Crockett"")",22,1964,FALSE,185
Kiddio - Remastered,63,2023,FALSE,185
How Am I Supposed to Live Without You? (Live),61,2023,FALSE,0
Tender Love,95,1986,FALSE,185
"Baby, I'm Yours",38,1965,FALSE,167
Losing My Religion,33,1991,FALSE,184
Ebony And Ivory - 2022 Remaster,4,2022,FALSE,183
I Got A Man,63,1993,FALSE,184
Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,19,1987,FALSE,184
Impossible,70,2010,FALSE,184
Temptation,58,2005,FALSE,184
Who Says,78,2011,FALSE,183
Rainy Day Women #12 & 35,74,1966,FALSE,185
I Can See Clearly Now,66,2002,FALSE,114
Donâ€™t Start Now,4,2023,FALSE,0
She Ain't Worth It,24,1990,FALSE,184
"Baby, You Make Me Crazy",34,2017,FALSE,183
I Had Too Much to Dream (Last Night),93,1967,FALSE,184
It's My Life,38,2004,FALSE,184
House Of The Rising Sun,38,1964,FALSE,2
I Love Your Smile,11,1992,FALSE,184
Time (Clock Of The Heart),34,1989,FALSE,184
Gettin' Jiggy Wit It,14,1998,FALSE,185
Bang Bang - Imanos & Gramercy Remix,80,2015,FALSE,181
I Still Love You,63,1998,FALSE,185
Denise,27,2010,FALSE,182
Don't Stop Believin',73,1982,FALSE,0
Better Off Alone,88,2000,FALSE,183
Come Saturday Morning,90,1970,FALSE,184
If,61,1971,FALSE,184
Twist Of Fate,42,2002,FALSE,2
Over And Over,96,2004,FALSE,162
Yo-Yo,51,1971,FALSE,184
Hey There Lonely Girl,44,1970,FALSE,184
She's All I Ever Had,52,1999,FALSE,185
The Green Door,44,2018,FALSE,185
Slippin' Into Darkness,23,1976,FALSE,185
Right Here - Human Nature Radio Mix,88,1997,FALSE,185
Run-Around,14,1995,FALSE,183
Roar,46,2014,FALSE,184
You Were Meant For Me,87,1998,FALSE,184
The Little White Cloud That Cried,18,1991,FALSE,183
GDFR (feat. Sage the Gemini & Lookas),32,2015,FALSE,169
Dream Weaver,37,1976,FALSE,184
A Milli,43,2008,FALSE,181
Purest of Pain (A Puro Dolor) - Martinee's Radio (Spanish),61,2000,FALSE,185
Heartless,9,2009,FALSE,183
Mouth,53,1996,FALSE,185
Love Me Harder (Originally Performed by Ariana Grande and The Weeknd) [Karaoke Version],56,2015,FALSE,185
Here I Am (Come and Take Me),63,1973,FALSE,185
Call Me When You're Sober,77,2006,FALSE,180
"Honey, I'm Good.",25,2015,FALSE,0
Wonderwall - Remastered,56,1996,FALSE,25
Wild Thoughts (feat. Rihanna & Bryson Tiller),18,2017,FALSE,2
One Hell Of A Woman,10,1974,FALSE,180
Sara,87,1988,FALSE,185
Dirt Road Anthem,43,2011,FALSE,0
Lonely Night (Angel Face),39,1976,FALSE,175
Unchained Melody,21,1965,FALSE,184
If I Die Young,92,2010,FALSE,3
Norman,33,2011,FALSE,185
Donâ€™t Disturb This Groove (Redux),57,2013,FALSE,185
Good Enough,49,1993,FALSE,184
If You're Gone,6,2001,FALSE,170
Here Without You,15,2004,FALSE,184
Tired of Being Alone,12,1971,FALSE,185
I'll Always Love You (In the Style of Taylor Dayne) [Karaoke Version],20,2013,FALSE,185
Jealous - Instrumental,10,2019,FALSE,185
Express Yourself,57,1970,FALSE,184
Donâ€™t Matter (In The Style Of Akon),11,2011,FALSE,182
I Believe I Can Fly,6,1998,FALSE,185
Want to Want Me,17,2015,FALSE,118
Treat Her Right,95,2009,FALSE,178
You're Still The One,3,2018,FALSE,31
Rhythm of the Rain,3,1963,FALSE,184
Say Say Say (feat. Paul McCartney & Michael Jackson),3,2023,FALSE,185
Miss You Like Crazy,67,1989,FALSE,184
My Angel Baby,53,2022,FALSE,185
Bad Medicine,41,1988,FALSE,184
Lights Down Low,66,2018,FALSE,2
Dear Lady Twist,32,1998,FALSE,184
Cast Your Fate to the Wind,26,1965,FALSE,0
MMMBop,12,1997,FALSE,184
Heard It in a Love Song,57,1977,FALSE,185
Method of Modern Love,83,1985,FALSE,182
Holidae In,87,2004,FALSE,184
A Sky Full of Stars,51,2014,FALSE,185
What It's Like,28,1999,FALSE,185
Nobody Told Me - Remastered 2010,81,1984,FALSE,184
Woman,79,2001,FALSE,185
I Get Around (Mono),5,1964,FALSE,184
"Woman, Woman",79,1968,FALSE,185
Draggin' the Line,54,1989,FALSE,3
One Call Away,43,2016,FALSE,2
(God Must Have Spent) A Little More Time On You - Remix,100,1999,FALSE,185
Canadian Sunset - Single Version,17,1958,FALSE,185
My Love (feat. T.I.),61,2006,FALSE,185
Da' Dip,34,1997,FALSE,185
Down 4 U,44,2002,FALSE,55
Honky Tonk Women,4,2019,FALSE,184
Come on over Baby (All I Want Is You) - Radio Version,38,2000,FALSE,185
Get It On Tonite,24,2015,FALSE,184
Strut,46,1985,FALSE,185
Dirty Water,43,1966,FALSE,184
Don't Take It Personal (Just One of Dem Days),9,1995,FALSE,185
Get Right,82,2005,FALSE,185
Close To You,17,1990,FALSE,184
Better Now,32,2019,FALSE,183
Hold On,8,1990,FALSE,172
Freaky Friday (feat. Chris Brown),55,2018,FALSE,0
"Managua, Nicaragua",11,1948,FALSE,185
In The House Of Stone And Light,35,1995,FALSE,184
Cowboy Take Me Away - In the Style of Dixie Chicks (Karaoke Version Teaching Vocal),95,2010,FALSE,185
It's Gonna Be Me,33,2002,FALSE,184
Careless Whisper,1,1998,FALSE,184
The Third Man Theme ( Studio Version),3,2018,FALSE,1
My Immortal,19,2004,FALSE,180
(They Long To Be) Close To You,2,1974,FALSE,184
Raindrops Keep Fallin' on My Head - Rerecorded,4,2009,FALSE,0
Think,94,1968,FALSE,171
Hypnotize - 2014 Remaster,25,1997,FALSE,180
Axel F,61,1988,FALSE,184
Sweet Inspiration,84,1968,FALSE,184
Creep,3,1995,FALSE,185
Take on Me,10,1985,FALSE,184
Here We Go,36,2021,FALSE,185
Back To Life,42,1990,FALSE,184
Wildwood Weed,93,1974,FALSE,184
Better Together,57,2021,FALSE,185
2 Become 1,35,1997,FALSE,184
Heat Waves,1,2022,FALSE,184
Kissing a Fool - Remastered,91,1988,FALSE,185
Private Eyes,44,1982,FALSE,185
Blue Monday,50,1959,FALSE,182
Save Tonight,22,1999,FALSE,3
It's A Mistake,76,1983,FALSE,185
Write This Down,98,1999,FALSE,184
American Woman,3,1970,FALSE,185
Really Want to Know You - Remastered Version,96,1981,FALSE,184
Step In the Name of Love - Remix,78,2004,FALSE,185
War,5,1970,FALSE,184
Twisted,10,1996,FALSE,174
Little Town Flirt,88,1963,FALSE,185
Sloop John B,53,1966,FALSE,184
Family Man,67,1983,FALSE,185
Carry on Wayward Son,58,1977,FALSE,185
You Keep Me Hangin On,34,1987,FALSE,184
Red Light Special,28,1995,FALSE,185
A Song For Mama,30,1998,FALSE,3
I Don't Want This Night To End,93,2012,FALSE,184
A Little Bit More - Single Version,46,1992,FALSE,184
Music,17,2000,FALSE,1
Crystal Blue Persuasion,12,1989,FALSE,3
Devoted to You,13,1964,FALSE,171
Love's Grown Deep,85,1977,FALSE,0
I'm Real (feat. Ja Rule) - Murder Remix,5,2001,FALSE,185
This Is Your Night,82,1996,FALSE,185
The Closer I Get to You (Originally Performed by Roberta Flack and Donny Hathaway) [Karaoke Version],38,2013,FALSE,185
Here,94,2015,FALSE,183
Hell Of A View,91,2021,FALSE,184
Separated,63,2000,FALSE,184
Black Pearl,66,1969,FALSE,105
Where Are Ãœ Now (with Justin Bieber),19,2015,FALSE,142
Count Me In,61,1965,FALSE,184
Angel,18,1999,FALSE,184
Shining Star,7,1975,FALSE,185
Gimme Little Sign,28,1967,FALSE,183
Boogie Down,30,2000,FALSE,3
Too Young,1,1991,FALSE,184
Sugar Hill,84,1995,FALSE,184
Now Or Never,59,2017,FALSE,179
Mirage - Single Version,96,1967,FALSE,184
Give Me One Reason,6,1996,FALSE,184
Honeycomb,27,1957,FALSE,184
You've Really Got A Hold On Me - Live At The Apollo Theater/1963,56,1963,FALSE,184
Wolverton Mountain,16,1962,FALSE,185
Sorry Not Sorry,64,2018,FALSE,179
Games People Play,66,1981,FALSE,185
Rock Steady,73,1987,FALSE,0
bad guy,46,2020,FALSE,184
I Believe,10,1955,FALSE,185
Thought I'd Died And Gone To Heaven,74,1992,FALSE,3
Famous Friends,69,2021,FALSE,185
West End Girls - 2018 Remaster,15,1986,FALSE,184
Dream On,51,1976,FALSE,183
Image of a Girl,62,2010,FALSE,185
Lonely Days,82,1971,FALSE,184
Butterfly,29,2001,FALSE,178
Magnolia,79,2017,FALSE,182
Can't Let You Go (feat. Mike Shorey & Lil' Mo),24,2003,FALSE,184
Three Little Pigs,93,1993,FALSE,184
The Good Ones,62,2021,FALSE,185
Five More Minutes,23,2018,FALSE,185
(I Can't Get No) Satisfaction - Mono Version,3,1965,FALSE,184
Pure Water,55,2022,FALSE,95
Keep on Loving You,10,1981,FALSE,185
Wait for You,41,2007,FALSE,151
Because,24,1975,FALSE,185
Wasted on the Way - 2005 Remaster,57,1982,FALSE,185
"You Don't Have to Be a Star (To Be in My Show) [Originally Performed by Marilyn McCoo & Billy Davis, Jr] {Karaoke Version}",27,2016,FALSE,185
Justify My Love,21,2009,FALSE,145
The Git Up,56,2019,FALSE,0
I Wonder Who's Kissing Her Now,13,1973,FALSE,185
Ruby Tuesday,24,1967,FALSE,184
Wooden Heart,10,2009,FALSE,184
Dip It Low,23,2004,FALSE,2
I Am a Rock,42,1966,FALSE,185
You Make Me Feel Brand New,14,1974,FALSE,184
Have You Heard,30,1953,FALSE,185
Turn Me On,27,2004,FALSE,184
I Will Remember You,96,1992,FALSE,184
Burning Love,48,1973,FALSE,185
The Time of My Life,69,2008,FALSE,185
Money (That's What I Want) - Single Version / Mono,97,2004,FALSE,182
I Can See Clearly Now - Edit,58,2003,FALSE,144
"No Shoes, No Shirt, No Problems",91,2003,FALSE,185
The Best Things in Life Are Free (In the Style of Luther Vandross and Janet Jackson) [Mo'money] [Karaoke Version],41,2013,FALSE,185
Down in the Boondocks,52,1965,FALSE,185
Treat Me Right,83,1981,FALSE,184
Doesn't Really Matter,18,2019,FALSE,56
I'm Still in Love with You (Originally Performed by New Edition) [Karaoke Version],44,2013,FALSE,185
When Can I See You,26,1994,FALSE,185
The Girl From Ipanema - Matchbox Youth & Pueblo Vista Remix,51,2021,FALSE,178
I Like It,56,1989,FALSE,184
Miss Independent,59,2009,FALSE,183
California Nights,61,1967,FALSE,184
Mi Gente,99,2018,FALSE,166
"Will You Be There (Theme from ""Free Willy"")",47,1993,FALSE,185
Time Is Time,100,2018,FALSE,184
I Like It,97,2010,FALSE,3
Devilâ€™s Gonna Come,100,2019,FALSE,176
Footloose,4,1997,FALSE,185
Until,26,1993,FALSE,185
In the End,7,2002,FALSE,183
Bam Bam (feat. Ed Sheeran),66,2022,FALSE,184
A View to a Kill,35,1989,FALSE,185
"Exhale (Shoop Shoop) - from ""Waiting to Exhale"" - Original Soundtrack",14,1996,FALSE,185
No Type,70,2015,FALSE,184
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,55,2003,FALSE,185
Leader of the Band,35,1995,FALSE,185
I Get Weak,57,1988,FALSE,2
Without You,96,1990,FALSE,0
Dynamite,44,2011,FALSE,184
Naturally,77,2010,FALSE,171
"Managua, Nicaragua",31,1996,FALSE,184
Eyes Without A Face,37,1984,FALSE,184
Donâ€™t Expect Me to be Your Friend - Rerecorded,87,2021,FALSE,185
Temptation Eyes,29,1971,FALSE,184
Let's Ride,27,2015,FALSE,184
Power Trip (feat. Miguel),48,2013,FALSE,184
Close To Me (with Diplo) (feat. Swae Lee),58,2019,FALSE,179
